# bitches competitive policy: symmetric Nash equilibrium policy for 4 players
# state = (a6,a8,a10,a12) dice in hand; g = penalty points already banked this game.
# U = expected win-share (probability of having the lowest score) from (state,g) under this policy.
# OPTIMAL MOVE at (state,g) for a roll: keep the subset K maximizing U[K][g + banked_penalty(K)].
# only reachable g (0..87-maxRemaining) are listed.
a6,a8,a10,a12,g,U
0,0,1,0,71,9.924680728e-124
0,0,1,0,72,9.619819286e-129
0,0,1,0,73,5.956852211e-134
0,0,1,0,74,2.273750599e-139
0,0,1,0,75,5.130951134e-145
0,0,1,0,76,6.517896983e-151
0,0,1,0,77,4.399495019e-157
0,0,1,0,78,1.473253234e-163
0,0,1,1,0,0.3158207268
0,0,1,1,1,0.2424722786
0,0,1,1,2,0.1771511279
0,0,1,1,3,0.1223059815
0,0,1,1,4,0.07930675552
0,0,1,1,5,0.04837027231
0,0,1,1,6,0.02783248969
0,0,1,1,7,0.01520517781
0,0,1,1,8,0.00784001883
0,0,1,1,9,0.0037783271
0,0,1,1,10,0.001706381852
0,0,1,1,11,0.0007256487544
0,0,1,1,12,0.0002926362962
0,0,1,1,13,0.0001123512858
0,0,1,1,14,4.12333114e-05
0,0,1,1,15,1.445967254e-05
0,0,1,1,16,4.809158009e-06
0,0,1,1,17,1.502624243e-06
0,0,1,1,18,4.363438423e-07
0,0,1,1,19,1.164968647e-07
0,0,1,1,20,2.836397163e-08
0,0,1,1,21,6.284316179e-09
0,0,1,1,22,1.262893233e-09
0,0,1,1,23,2.301461156e-10
0,0,1,1,24,3.807968417e-11
0,0,1,1,25,5.716482836e-12
0,0,1,1,26,7.78631071e-13
0,0,1,1,27,9.635705905e-14
0,0,1,1,28,1.083927618e-14
0,0,1,1,29,1.102040823e-15
0,0,1,1,30,1.009475677e-16
0,0,1,1,31,8.264292401e-18
0,0,1,1,32,6.003647607e-19
0,0,1,1,33,3.844108239e-20
0,0,1,1,34,2.156835375e-21
0,0,1,1,35,1.056191011e-22
0,0,1,1,36,4.492504437e-24
0,0,1,1,37,1.653082516e-25
0,0,1,1,38,5.245940318e-27
0,0,1,1,39,1.433246407e-28
0,0,1,1,40,3.364845794e-30
0,0,1,1,41,6.772689004e-32
0,0,1,1,42,1.165245888e-33
0,0,1,1,43,1.707918803e-35
0,0,1,1,44,2.124598029e-37
0,0,1,1,45,2.234019876e-39
0,0,1,1,46,1.977089348e-41
0,0,1,1,47,1.466064661e-43
0,0,1,1,48,9.06732019e-46
0,0,1,1,49,4.655511445e-48
0,0,1,1,50,1.974715667e-50
0,0,1,1,51,6.88413885e-53
0,0,1,1,52,1.961514102e-55
0,0,1,1,53,4.540922333e-58
0,0,1,1,54,8.487803833e-61
0,0,1,1,55,1.272893434e-63
0,0,1,1,56,1.522007574e-66
0,0,1,1,57,1.442158051e-69
0,0,1,1,58,1.076334791e-72
0,0,1,1,59,6.288319046e-76
0,0,1,1,60,2.857300307e-79
0,0,1,1,61,1.002787484e-82
0,0,1,1,62,2.69825909e-86
0,0,1,1,63,5.522492992e-90
0,0,1,1,64,8.523376928e-94
0,0,1,1,65,9.824602647e-98
0,0,1,1,66,8.363966122e-102
0,0,1,1,67,5.191069329e-106
0,1,0,0,0,0.6710864332
0,1,0,0,1,0.5600276012
0,1,0,0,2,0.4447328949
0,1,0,0,3,0.3321784912
0,1,0,0,4,0.2309798322
0,1,0,0,5,0.1487657529
0,1,0,0,6,0.08915313841
0,1,0,0,7,0.05064299941
0,1,0,0,8,0.02729909262
0,1,0,0,9,0.01369185843
0,1,0,0,10,0.006399679829
0,1,0,0,11,0.002799147015
0,1,0,0,12,0.001153982892
0,1,0,0,13,0.0004513960343
0,1,0,0,14,0.0001685099819
0,1,0,0,15,6.008735136e-05
0,1,0,0,16,2.035648147e-05
0,1,0,0,17,6.489876559e-06
0,1,0,0,18,1.925479293e-06
0,1,0,0,19,5.254428104e-07
0,1,0,0,20,1.305640793e-07
0,1,0,0,21,2.949105057e-08
0,1,0,0,22,6.031859653e-09
0,1,0,0,23,1.116736578e-09
0,1,0,0,24,1.874745826e-10
0,1,0,0,25,2.85181554e-11
0,1,0,0,26,3.930854315e-12
0,1,0,0,27,4.916971114e-13
0,1,0,0,28,5.573762006e-14
0,1,0,0,29,5.704817726e-15
0,1,0,0,30,5.245455147e-16
0,1,0,0,31,4.307737124e-17
0,1,0,0,32,3.13824691e-18
0,1,0,0,33,2.014488131e-19
0,1,0,0,34,1.132793058e-20
0,1,0,0,35,5.558089072e-22
0,1,0,0,36,2.368173449e-23
0,1,0,0,37,8.726941231e-25
0,1,0,0,38,2.77295157e-26
0,1,0,0,39,7.584265684e-28
0,1,0,0,40,1.782237954e-29
0,1,0,0,41,3.590159945e-31
0,1,0,0,42,6.181222574e-33
0,1,0,0,43,9.06539157e-35
0,1,0,0,44,1.128294283e-36
0,1,0,0,45,1.186935704e-38
0,1,0,0,46,1.050831758e-40
0,1,0,0,47,7.794753193e-43
0,1,0,0,48,4.822244681e-45
0,1,0,0,49,2.476510783e-47
0,1,0,0,50,1.050664193e-49
0,1,0,0,51,3.663378118e-52
0,1,0,0,52,1.043961524e-54
0,1,0,0,53,2.417062551e-57
0,1,0,0,54,4.518363431e-60
0,1,0,0,55,6.776608452e-63
0,1,0,0,56,8.103363451e-66
0,1,0,0,57,7.678637669e-69
0,1,0,0,58,5.731087814e-72
0,1,0,0,59,3.348412535e-75
0,1,0,0,60,1.52150011e-78
0,1,0,0,61,5.339914121e-82
0,1,0,0,62,1.436866119e-85
0,1,0,0,63,2.940854397e-89
0,1,0,0,64,4.53894023e-93
0,1,0,0,65,5.231920932e-97
0,1,0,0,66,4.454111162e-101
0,1,0,0,67,2.764442711e-105
0,1,0,0,68,1.232039955e-109
0,1,0,0,69,3.874841589e-114
0,1,0,0,70,8.430976396e-119
0,1,0,0,71,1.240585091e-123
0,1,0,0,72,1.202477411e-128
0,1,0,0,73,7.446065264e-134
0,1,0,0,74,2.842188249e-139
0,1,0,0,75,6.413688918e-145
0,1,0,0,76,8.147371229e-151
0,1,0,0,77,5.499368774e-157
0,1,0,0,78,1.841566542e-163
0,1,0,0,79,2.816379168e-170
0,1,0,0,80,1.776545393e-177
0,1,0,1,0,0.3682892013
0,1,0,1,1,0.2856326995
0,1,0,1,2,0.2102334548
0,1,0,1,3,0.1460985239
0,1,0,1,4,0.09523314095
0,1,0,1,5,0.05819939058
0,1,0,1,6,0.03353623451
0,1,0,1,7,0.01834841779
0,1,0,1,8,0.009480163883
0,1,0,1,9,0.004584469708
0,1,0,1,10,0.002078936074
0,1,0,1,11,0.0008865218848
0,1,0,1,12,0.0003577434402
0,1,0,1,13,0.000137392356
0,1,0,1,14,5.043946154e-05
0,1,0,1,15,1.769400436e-05
0,1,0,1,16,5.886771863e-06
0,1,0,1,17,1.839882347e-06
0,1,0,1,18,5.344241807e-07
0,1,0,1,19,1.427154114e-07
0,1,0,1,20,3.475403384e-08
0,1,0,1,21,7.701272115e-09
0,1,0,1,22,1.547832624e-09
0,1,0,1,23,2.82100276e-10
0,1,0,1,24,4.669012005e-11
0,1,0,1,25,7.023032755e-12
0,1,0,1,26,9.601576687e-13
0,1,0,1,27,1.192064676e-13
0,1,0,1,28,1.34186069e-14
0,1,0,1,29,1.364372282e-15
0,1,0,1,30,1.249874763e-16
0,1,0,1,31,1.02331679e-17
0,1,0,1,32,7.434473711e-19
0,1,0,1,33,4.760559665e-20
0,1,0,1,34,2.67118206e-21
0,1,0,1,35,1.308127881e-22
0,1,0,1,36,5.564355055e-24
0,1,0,1,37,2.047561574e-25
0,1,0,1,38,6.497998962e-27
0,1,0,1,39,1.775370802e-28
0,1,0,1,40,4.168153003e-30
0,1,0,1,41,8.389740014e-32
0,1,0,1,42,1.443486175e-33
0,1,0,1,43,2.115772198e-35
0,1,0,1,44,2.631989699e-37
0,1,0,1,45,2.767574817e-39
0,1,0,1,46,2.449304941e-41
0,1,0,1,47,1.816240256e-43
0,1,0,1,48,1.123316647e-45
0,1,0,1,49,5.767574911e-48
0,1,0,1,50,2.44642899e-50
0,1,0,1,51,8.528634683e-53
0,1,0,1,52,2.430092884e-55
0,1,0,1,53,5.625703031e-58
0,1,0,1,54,1.05154807e-60
0,1,0,1,55,1.576981945e-63
0,1,0,1,56,1.885611439e-66
0,1,0,1,57,1.786688448e-69
0,1,0,1,58,1.333471741e-72
0,1,0,1,59,7.790608492e-76
0,1,0,1,60,3.539916333e-79
0,1,0,1,61,1.24235654e-82
0,1,0,1,62,3.342883023e-86
0,1,0,1,63,6.841838982e-90
0,1,0,1,64,1.0559649e-93
0,1,0,1,65,1.217174568e-97
0,1,0,1,66,1.036215791e-101
0,1,0,1,67,6.431241537e-106
0,1,0,1,68,2.866226935e-110
0,1,0,1,69,9.014438188e-115
0,1,1,0,0,0.4201237921
0,1,1,0,1,0.3277865367
0,1,1,0,2,0.2425462783
0,1,1,0,3,0.1690993137
0,1,1,0,4,0.1105919265
0,1,1,0,5,0.06786046962
0,1,1,0,6,0.03921275354
0,1,1,0,7,0.02147385074
0,1,1,0,8,0.01110336581
0,1,1,0,9,0.005372706287
0,1,1,0,10,0.002437596467
0,1,1,0,11,0.001040566914
0,1,1,0,12,0.0004209961405
0,1,1,0,13,0.0001620755889
0,1,1,0,14,5.959705573e-05
0,1,1,0,15,2.091325728e-05
0,1,1,0,16,6.960038725e-06
0,1,1,0,17,2.175988228e-06
0,1,1,0,18,6.322258289e-07
0,1,1,0,19,1.68872568e-07
0,1,1,0,20,4.113181916e-08
0,1,1,0,21,9.115999859e-09
0,1,1,0,22,1.832404598e-09
0,1,1,0,23,3.339994357e-10
0,1,1,0,24,5.528470778e-11
0,1,1,0,25,8.316592539e-12
0,1,1,0,26,1.137125803e-12
0,1,1,0,27,1.411905648e-13
0,1,1,0,28,1.593393092e-14
0,1,1,0,29,1.625145449e-15
0,1,1,0,30,1.489500034e-16
0,1,1,0,31,1.21964574e-17
0,1,1,0,32,8.861743863e-19
0,1,1,0,33,5.675026371e-20
0,1,1,0,34,3.184561426e-21
0,1,1,0,35,1.559655036e-22
0,1,1,0,36,6.634703672e-24
0,1,1,0,37,2.44156553e-25
0,1,1,0,38,7.748763249e-27
0,1,1,0,39,2.11719207e-28
0,1,1,0,40,4.970851398e-30
0,1,1,0,41,1.000574552e-31
0,1,1,0,42,1.721573471e-33
0,1,1,0,43,2.523435548e-35
0,1,1,0,44,3.139181783e-37
0,1,1,0,45,3.300953311e-39
0,1,1,0,46,2.921389813e-41
0,1,1,0,47,2.166335065e-43
0,1,1,0,48,1.339859823e-45
0,1,1,0,49,6.879462653e-48
0,1,1,0,50,2.918081082e-50
0,1,1,0,51,1.017295612e-52
0,1,1,0,52,2.898631307e-55
0,1,1,0,53,6.71040831e-58
0,1,1,0,54,1.254304449e-60
0,1,1,0,55,1.881056937e-63
0,1,1,0,56,2.249202497e-66
0,1,1,0,57,2.131209287e-69
0,1,1,0,58,1.590603107e-72
0,1,1,0,59,9.292872572e-76
0,1,1,0,60,4.222523458e-79
0,1,1,0,61,1.4819232e-82
0,1,1,0,62,3.987502054e-86
0,1,1,0,63,8.161177406e-90
0,1,1,0,64,1.259591236e-93
0,1,1,0,65,1.451888128e-97
0,1,1,0,66,1.236034509e-101
0,1,1,0,67,7.671411693e-106
0,1,1,0,68,3.418937031e-110
0,1,1,0,69,1.075274232e-114
0,1,1,0,70,2.339604324e-119
0,1,1,0,71,3.442631744e-124
0,1,1,1,0,0.2557621052
0,1,1,1,1,0.1887919657
0,1,1,1,2,0.1323785364
0,1,1,1,3,0.0878127673
0,1,1,1,4,0.05495905394
0,1,1,1,5,0.03246597272
0,1,1,1,6,0.01816498986
0,1,1,1,7,0.009643461493
0,1,1,1,8,0.004831709719
0,1,1,1,9,0.002273123154
0,1,1,1,10,0.001006206988
0,1,1,1,11,0.0004207102847
0,1,1,1,12,0.0001671087939
0,1,1,1,13,6.328996004e-05
0,1,1,1,14,2.292857426e-05
0,1,1,1,15,7.928789487e-06
0,1,1,1,16,2.5974165e-06
0,1,1,1,17,7.985060198e-07
0,1,1,1,18,2.282027862e-07
0,1,1,1,19,6.005773919e-08
0,1,1,1,20,1.443500163e-08
0,1,1,1,21,3.161880403e-09
0,1,1,1,22,6.29166664e-10
0,1,1,1,23,1.137003221e-10
0,1,1,1,24,1.867514508e-11
0,1,1,1,25,2.788336327e-12
0,1,1,1,26,3.784574752e-13
0,1,1,1,27,4.668285259e-14
0,1,1,1,28,5.231804656e-15
0,1,1,1,29,5.300401431e-16
0,1,1,1,30,4.835517802e-17
0,1,1,1,31,3.943288874e-18
0,1,1,1,32,2.854312708e-19
0,1,1,1,33,1.821608913e-20
0,1,1,1,34,1.019062104e-21
0,1,1,1,35,4.977189459e-23
0,1,1,1,36,2.11211786e-24
0,1,1,1,37,7.755971856e-26
0,1,1,1,38,2.456939052e-27
0,1,1,1,39,6.70229042e-29
0,1,1,1,40,1.571400475e-30
0,1,1,1,41,3.159203687e-32
0,1,1,1,42,5.429936705e-34
0,1,1,1,43,7.951753875e-36
0,1,1,1,44,9.88421115e-38
0,1,1,1,45,1.038644311e-39
0,1,1,1,46,9.18672125e-42
0,1,1,1,47,6.808900762e-44
0,1,1,1,48,4.209431382e-46
0,1,1,1,49,2.160526271e-48
0,1,1,1,50,9.16152768e-51
0,1,1,1,51,3.193040521e-53
0,1,1,1,52,9.096100288e-56
0,1,1,1,53,2.105387205e-58
0,1,1,1,54,3.934779092e-61
0,1,1,1,55,5.90018124e-64
0,1,1,1,56,7.05420225e-67
0,1,1,1,57,6.683588998e-70
0,1,1,1,58,4.987887989e-73
0,1,1,1,59,2.913948047e-76
0,1,1,1,60,1.323992551e-79
1,0,0,0,0,0.8121123041
1,0,0,0,1,0.6973638156
1,0,0,0,2,0.5650867346
1,0,0,0,3,0.4283730871
1,0,0,0,4,0.3009764538
1,0,0,0,5,0.1952233413
1,0,0,0,6,0.1175567213
1,0,0,0,7,0.06700221647
1,0,0,0,8,0.03620124437
1,0,0,0,9,0.01818434649
1,0,0,0,10,0.008508331525
1,0,0,0,11,0.003724243404
1,0,0,0,12,0.00153625063
1,0,0,0,13,0.0006012001094
1,0,0,0,14,0.0002245139329
1,0,0,0,15,8.007863606e-05
1,0,0,0,16,2.713418278e-05
1,0,0,0,17,8.651717787e-06
1,0,0,0,18,2.567060999e-06
1,0,0,0,19,7.005530452e-07
1,0,0,0,20,1.740802722e-07
1,0,0,0,21,3.932075277e-08
1,0,0,0,22,8.04240592e-09
1,0,0,0,23,1.488974555e-09
1,0,0,0,24,2.49965415e-10
1,0,0,0,25,3.802415004e-11
1,0,0,0,26,5.241134918e-12
1,0,0,0,27,6.555958807e-13
1,0,0,0,28,7.431681167e-14
1,0,0,0,29,7.606422894e-15
1,0,0,0,30,6.99393988e-16
1,0,0,0,31,5.743649382e-17
1,0,0,0,32,4.184329176e-18
1,0,0,0,33,2.685984164e-19
1,0,0,0,34,1.510390741e-20
1,0,0,0,35,7.410785425e-22
1,0,0,0,36,3.157564598e-23
1,0,0,0,37,1.163592164e-24
1,0,0,0,38,3.697268759e-26
1,0,0,0,39,1.011235425e-27
1,0,0,0,40,2.376317272e-29
1,0,0,0,41,4.786879926e-31
1,0,0,0,42,8.241630098e-33
1,0,0,0,43,1.208718876e-34
1,0,0,0,44,1.504392378e-36
1,0,0,0,45,1.582580939e-38
1,0,0,0,46,1.401109011e-40
1,0,0,0,47,1.039300426e-42
1,0,0,0,48,6.429659574e-45
1,0,0,0,49,3.302014377e-47
1,0,0,0,50,1.40088559e-49
1,0,0,0,51,4.884504157e-52
1,0,0,0,52,1.391948699e-54
1,0,0,0,53,3.222750068e-57
1,0,0,0,54,6.024484575e-60
1,0,0,0,55,9.035477936e-63
1,0,0,0,56,1.08044846e-65
1,0,0,0,57,1.023818356e-68
1,0,0,0,58,7.641450419e-72
1,0,0,0,59,4.464550047e-75
1,0,0,0,60,2.028666813e-78
1,0,0,0,61,7.119885494e-82
1,0,0,0,62,1.915821492e-85
1,0,0,0,63,3.921139196e-89
1,0,0,0,64,6.051920307e-93
1,0,0,0,65,6.975894576e-97
1,0,0,0,66,5.938814882e-101
1,0,0,0,67,3.685923615e-105
1,0,0,0,68,1.64271994e-109
1,0,0,0,69,5.166455453e-114
1,0,0,0,70,1.124130186e-118
1,0,0,0,71,1.654113455e-123
1,0,0,0,72,1.603303214e-128
1,0,0,0,73,9.928087018e-134
1,0,0,0,74,3.789584332e-139
1,0,0,0,75,8.551585224e-145
1,0,0,0,76,1.086316164e-150
1,0,0,0,77,7.332491698e-157
1,0,0,0,78,2.455422056e-163
1,0,0,0,79,3.755172224e-170
1,0,0,0,80,2.36872719e-177
1,0,0,0,81,5.419480356e-185
1,0,0,0,82,3.809917655e-193
1,0,0,1,0,0.4366571106
1,0,0,1,1,0.3438869851
1,0,0,1,2,0.2564924667
1,0,0,1,3,0.1800316591
1,0,0,1,4,0.118186923
1,0,0,1,5,0.07271257646
1,0,0,1,6,0.04216546056
1,0,0,1,7,0.02323299563
1,0,0,1,8,0.01207739973
1,0,0,1,9,0.005861002681
1,0,0,1,10,0.002661463428
1,0,0,1,11,0.001136123799
1,0,0,1,12,0.0004588544905
1,0,0,1,13,0.0001763520872
1,0,0,1,14,6.478652986e-05
1,0,0,1,15,2.274245021e-05
1,0,0,1,16,7.57119241e-06
1,0,0,1,17,2.367703359e-06
1,0,0,1,18,6.880844477e-07
1,0,0,1,19,1.838265012e-07
1,0,0,1,20,4.478058348e-08
1,0,0,1,21,9.934252856e-09
1,0,0,1,22,2.006828142e-09
1,0,0,1,23,3.674859096e-10
1,0,0,1,24,6.108093461e-11
1,0,0,1,25,9.208364478e-12
1,0,0,1,26,1.259128865e-12
1,0,0,1,27,1.563465235e-13
1,0,0,1,28,1.76015002e-14
1,0,0,1,29,1.789876858e-15
1,0,0,1,30,1.639900023e-16
1,0,0,1,31,1.342822909e-17
1,0,0,1,32,9.756885359e-19
1,0,0,1,33,6.248355912e-20
1,0,0,1,34,3.506326838e-21
1,0,0,1,35,1.717257436e-22
1,0,0,1,36,7.305194535e-24
1,0,0,1,37,2.688323051e-25
1,0,0,1,38,8.531939869e-27
1,0,0,1,39,2.331189501e-28
1,0,0,1,40,5.473305696e-30
1,0,0,1,41,1.101716171e-31
1,0,0,1,42,1.895601154e-33
1,0,0,1,43,2.778526696e-35
1,0,0,1,44,3.456524406e-37
1,0,0,1,45,3.634655247e-39
1,0,0,1,46,3.216724935e-41
1,0,0,1,47,2.385341294e-43
1,0,0,1,48,1.475314691e-45
1,0,0,1,49,7.574956779e-48
1,0,0,1,50,3.213092888e-50
1,0,0,1,51,1.120142651e-52
1,0,0,1,52,3.191679973e-55
